classifier,setting_id,settings,accuracy,w_avg_precision,w_avg_recall
Logistic Regression,s23,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8946824224519941,0.9014485357079778,0.8946824224519941
Naive Bayes,s24,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8877400295420974,0.8916648706838434,0.8877400295420974
Support Vector Machines,s24,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8837518463810928,0.8877775378061699,0.8837518463810928
Logistic Regression,s24,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8989660265878877,0.9041581291565718,0.8989660265878877
Naive Bayes,s25,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8902511078286558,0.8946794196028346,0.8902511078286558
Support Vector Machines,s25,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8824224519940914,0.8871796446629224,0.8824224519940914
Logistic Regression,s25,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.898818316100443,0.9035660581814209,0.898818316100443
Naive Bayes,s27,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8778434268833086,0.8835296103714565,0.8778434268833086
Support Vector Machines,s27,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8709010339734122,0.8784361287241408,0.8709010339734122
Logistic Regression,s27,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8920236336779913,0.8986337165328031,0.8920236336779913
Naive Bayes,s26,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8688330871491875,0.8743539779086357,0.8688330871491875
Support Vector Machines,s26,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8729689807976365,0.8794038330273629,0.8729689807976365
Logistic Regression,s26,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8859675036927621,0.8923768504657492,0.8859675036927621
Naive Bayes,s28,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8895125553914328,0.8942069943781986,0.8895125553914328
Support Vector Machines,s28,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.889069423929099,0.8922627267294159,0.889069423929099
Logistic Regression,s28,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9051698670605614,0.9103805520832864,0.9051698670605614
Naive Bayes,s29,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8915805022156574,0.8964109483380287,0.8915805022156574
Support Vector Machines,s29,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8883308714918756,0.8914000475340279,0.8883308714918756
Logistic Regression,s29,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9050221565731166,0.9106294940247232,0.9050221565731166
Naive Bayes,s30,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8691285081240767,0.8762717503087766,0.8691285081240767
