classifier,setting_id,settings,accuracy,w_avg_precision,w_avg_recall
Logistic Regression,s36,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9503685503685503,0.9462418848881116,0.9503685503685503
Naive Bayes,s35,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.7769041769041769,0.7775317846771619,0.7769041769041769
Support Vector Machines,s35,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8525798525798527,0.8636749205612457,0.8525798525798527
Logistic Regression,s35,"[['pac', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['lib', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8385749385749387,0.8475499111031987,0.8385749385749387
Naive Bayes,s37,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8904176904176901,0.8920830902933394,0.8904176904176901
Support Vector Machines,s37,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9407862407862408,0.9355746614930626,0.9407862407862408
Logistic Regression,s37,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9488943488943489,0.943944299076594,0.9488943488943489
Naive Bayes,s38,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8542997542997541,0.8623550046073334,0.8542997542997541
Support Vector Machines,s38,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8722358722358724,0.8706670992093164,0.8722358722358724
Logistic Regression,s38,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8891891891891891,0.8893489707786788,0.8891891891891891
Naive Bayes,s39,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8476658476658478,0.8553702377316281,0.8476658476658478
Support Vector Machines,s39,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8660933660933662,0.8649086873168621,0.8660933660933662
Logistic Regression,s39,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8828009828009827,0.8841709308802959,0.8828009828009827
Naive Bayes,s40,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8874692874692875,0.8912909308132069,0.8874692874692875
Support Vector Machines,s40,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9294840294840295,0.9250744372328695,0.9294840294840295
Logistic Regression,s40,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.934889434889435,0.9296394990071809,0.934889434889435
Naive Bayes,s41,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8914004914004913,0.8939536912702698,0.8914004914004913
Support Vector Machines,s41,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.931941031941032,0.9294363991383923,0.931941031941032
Logistic Regression,s41,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9378378378378377,0.9336672434355686,0.9378378378378377
Naive Bayes,s42,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8528255528255528,0.8623883162237167,0.8528255528255528
Support Vector Machines,s42,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8614250614250615,0.8612287275866997,0.8614250614250615
Logistic Regression,s42,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8837837837837839,0.8844573049713258,0.8837837837837839
Naive Bayes,s43,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8523341523341523,0.8593756709246734,0.8523341523341523
Support Vector Machines,s43,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8577395577395578,0.8559048922862068,0.8577395577395578
Logistic Regression,s43,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8798525798525798,0.8826613553966405,0.8798525798525798
Naive Bayes,s44,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8864864864864865,0.8889692476288259,0.8864864864864865
Support Vector Machines,s44,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9375921375921376,0.933623878319206,0.9375921375921376
Logistic Regression,s44,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9488943488943489,0.944467635818059,0.9488943488943489
Naive Bayes,s45,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8914004914004913,0.8931462944240766,0.8914004914004913
Support Vector Machines,s45,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9405405405405407,0.9359608865615995,0.9405405405405407
Logistic Regression,s45,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9511056511056513,0.9454145330564829,0.9511056511056513
Naive Bayes,s46,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8589680589680591,0.8666014153902986,0.8589680589680591
Support Vector Machines,s46,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8712530712530713,0.8726509117012377,0.8712530712530713
Logistic Regression,s46,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8894348894348895,0.8917566853509827,0.8894348894348895
Naive Bayes,s47,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8533169533169532,0.8609235884131315,0.8533169533169532
Support Vector Machines,s47,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8687960687960687,0.8683831276933092,0.8687960687960687
Logistic Regression,s47,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.885995085995086,0.88625704652273,0.885995085995086
